session_id,student_id,duration_seconds,tab_switches,blur_events,fullscreen_exits,avg_blur_duration_ms,max_blur_duration_ms,total_idle_ms,typing_gaps_avg_sec,mouse_outside_count,copy_attempts,paste_attempts,devtools_attempts,screenshot_attempts,has_f12,has_alt_tab,has_win_d_p,has_prt_scr,has_f11_f5,has_escape,label
SES_03539,STU_6897,3600,0,0,0,0,0,6850,3.46,1,0,0,0,0,0,0,0,0,0,0,0
SES_03540,STU_6635,3600,9,15,3,10415,22056,126471,10.81,5,5,2,0,0,0,0,0,0,0,0,1
SES_03541,STU_5914,3600,2,3,1,1476,1527,1456,0.43,1,0,0,0,0,0,0,0,0,0,0,0
SES_03542,STU_5897,3600,0,0,0,0,0,8969,0.55,0,0,0,0,0,0,0,0,0,0,0,0
SES_03543,STU_2628,3600,0,0,0,441,544,89491,24.08,16,0,0,1,1,0,0,0,0,0,0,1
SES_03544,STU_9133,3600,0,0,0,0,0,12495,2.56,0,0,0,0,0,0,0,0,0,0,0,0
SES_03545,STU_9068,3600,0,4,0,33318,39941,90267,19.49,2,0,0,0,0,0,0,0,0,0,0,1
SES_03546,STU_3724,3600,0,1,0,500,500,118552,20.19,1,0,0,1,0,0,0,1,0,0,0,1
SES_03547,STU_9337,3600,0,1,0,161,718,1625,1.02,1,0,0,0,0,0,0,1,0,0,0,0
SES_03548,STU_8704,3600,0,0,0,0,0,7904,2.8,0,0,0,0,0,0,0,1,0,0,0,0
SES_03549,STU_5070,3600,0,1,0,348,876,5683,0.99,1,0,0,0,0,0,0,1,0,0,0,0
SES_03550,STU_6740,3600,0,0,0,0,0,4004,1.46,1,0,0,0,0,0,0,1,0,0,0,0
SES_03551,STU_8625,3600,8,10,2,1977,5846,133765,22.26,7,1,0,0,8,0,0,0,1,0,0,1
SES_03552,STU_5284,3600,0,0,1,0,0,58828,13.08,0,0,0,0,0,0,0,0,0,0,1,1
SES_03553,STU_6032,3600,0,0,0,0,0,5247,1.87,0,0,0,0,0,0,0,0,0,0,1,0
SES_03554,STU_3360,3600,0,0,1,0,0,75359,15.47,0,0,0,0,0,0,0,0,0,0,1,1
SES_03555,STU_3523,3600,0,1,0,296,1134,2705,1.02,1,0,0,0,0,0,0,0,0,0,1,0
SES_03556,STU_4849,3600,0,1,0,18,750,9434,1.98,0,0,0,0,0,0,0,0,0,0,1,0
SES_03557,STU_4012,3600,3,3,0,7350,10402,97113,5.88,1,5,3,0,8,0,0,0,0,0,0,1
SES_03558,STU_7373,3600,0,1,0,500,500,48394,24.22,1,0,0,0,0,0,0,1,0,0,0,1
SES_03559,STU_6294,3600,4,4,1,3839,5949,64297,11.51,5,0,0,0,8,0,0,0,1,0,0,1
SES_03560,STU_8022,3600,0,0,0,0,0,2010,2.54,1,0,0,0,0,0,0,0,1,0,0,0
SES_03561,STU_7251,3600,3,1,1,3589,9768,61643,19.58,5,3,2,0,2,0,0,0,0,0,0,1
SES_03562,STU_6952,3600,4,4,2,5461,10417,100258,16.89,3,3,2,1,2,0,0,0,0,0,0,1
SES_03563,STU_9634,3600,0,0,0,0,0,10256,1.74,0,0,0,0,0,0,0,0,0,0,0,0
SES_03564,STU_6148,3600,4,3,0,5592,8516,47391,20.86,3,3,2,0,0,0,0,0,0,0,0,1
SES_03565,STU_6465,3600,1,1,0,1000,1000,138933,19.06,1,0,0,0,0,0,1,0,0,0,0,1
SES_03566,STU_7661,3600,0,1,0,244,963,6128,1.67,1,0,0,0,0,0,1,0,0,0,0,0
SES_03567,STU_1360,3600,0,0,0,0,0,37835,7.56,1,0,0,0,0,1,0,0,0,0,0,1
SES_03568,STU_1881,3600,0,1,0,350,1179,7022,2.82,1,0,0,0,0,1,0,0,0,0,0,0
SES_03569,STU_6477,3600,0,1,0,9,266,8502,1.79,1,0,0,0,0,1,0,0,0,0,0,0
SES_03570,STU_3681,3600,0,1,0,226,1164,10531,1.81,0,0,0,0,0,1,0,0,0,0,0,0
SES_03571,STU_4809,3600,1,2,1,20993,35200,100241,15.66,2,0,0,0,0,0,0,0,0,0,0,1
SES_03572,STU_1403,3600,0,1,0,282,884,7831,0.32,0,0,0,0,0,0,0,0,0,0,0,0
SES_03573,STU_2267,3600,0,1,0,174,606,5051,2.12,1,0,0,0,0,0,0,0,0,0,0,0
SES_03574,STU_3492,3600,0,0,0,0,0,1073,1.97,0,0,0,0,0,0,0,0,0,0,0,0
SES_03575,STU_9416,3600,5,5,1,3723,5930,19919,8.94,9,2,1,0,9,0,0,0,1,0,0,1
SES_03576,STU_8361,3600,2,1,0,857,2668,31340,11.55,0,0,0,0,6,0,0,0,1,0,0,1
SES_03577,STU_9339,3600,2,1,1,1045,1283,1344,2.75,0,0,0,0,0,0,0,0,1,0,0,0
SES_03578,STU_1883,3600,0,1,0,23,371,10529,2.88,0,0,0,0,0,0,0,0,1,0,0,0
SES_03579,STU_3436,3600,1,3,3,20749,38972,127724,22.92,8,0,0,1,0,0,0,0,0,0,0,1
SES_03580,STU_5406,3600,0,0,0,0,0,8978,2.87,0,0,0,0,0,0,0,0,0,0,0,0
SES_03581,STU_7581,3600,0,1,0,430,798,5671,2.67,1,0,0,0,0,0,0,0,0,0,0,0
SES_03582,STU_7502,3600,0,0,0,0,0,1697,2.88,1,0,0,0,0,0,0,0,0,0,0,0
SES_03583,STU_8797,3600,0,1,0,315,1301,5255,3.15,1,0,0,0,0,0,0,0,0,0,0,0
SES_03584,STU_5887,3600,0,1,0,223,725,3214,1.14,1,0,0,0,0,0,0,0,0,0,0,0
SES_03585,STU_5282,3600,7,7,1,1750,4613,119582,9.72,10,0,1,0,8,0,0,0,1,0,0,1
SES_03586,STU_7042,3600,5,5,1,7116,8540,134074,7.02,5,3,8,0,0,0,0,0,0,0,0,1
SES_03587,STU_9108,3600,0,0,0,0,0,8928,2.89,0,0,0,0,0,0,0,0,0,0,0,0
SES_03588,STU_3795,3600,10,10,0,1658,2921,131394,5.78,5,0,1,0,0,0,0,0,0,0,0,1
SES_03589,STU_9761,3600,0,0,0,0,0,2356,2.11,0,0,0,0,0,0,0,0,0,0,0,0
SES_03590,STU_1977,3600,0,0,0,0,0,6346,1.2,0,0,0,0,0,0,0,0,0,0,0,0
SES_03591,STU_1616,3600,2,1,0,978,1793,19623,21.06,1,0,0,0,7,0,0,0,1,0,0,1
SES_03592,STU_7958,3600,0,0,0,0,0,6455,3.37,0,0,0,0,0,0,0,0,1,0,0,0
SES_03593,STU_9666,3600,0,0,0,0,0,9156,2.38,1,0,0,0,0,0,0,0,1,0,0,0
SES_03594,STU_1618,3600,0,0,0,0,0,12704,2.82,0,0,0,0,0,0,0,0,1,0,0,0
SES_03595,STU_7686,3600,0,0,0,0,0,49077,6.44,0,0,0,0,0,0,0,0,0,1,0,1
SES_03596,STU_3718,3600,1,2,1,963,1782,12367,1.67,0,0,0,0,0,0,0,0,0,1,0,0
SES_03597,STU_2326,3600,5,5,1,10906,23876,136237,7.29,10,0,0,0,0,0,0,0,0,0,0,1
SES_03598,STU_6886,3600,11,13,5,9180,21793,96936,5.08,13,4,2,0,0,0,0,0,0,0,0,1
SES_03599,STU_2707,3600,0,1,0,342,1326,13896,2.14,1,0,0,0,0,0,0,0,0,0,0,0
SES_03600,STU_5939,3600,13,17,2,8563,17769,81724,12.17,15,4,1,0,0,0,0,0,0,0,0,1
SES_03601,STU_8163,3600,0,1,0,291,465,1957,1.42,1,0,0,0,0,0,0,0,0,0,0,0
SES_03602,STU_5475,3600,0,1,0,122,1116,11022,2.06,1,0,0,0,0,0,0,0,0,0,0,0
SES_03603,STU_6201,3600,0,0,0,0,0,6656,1.92,0,0,0,0,0,0,0,0,0,0,0,0
SES_03604,STU_9035,3600,0,1,0,205,282,2733,2.96,1,0,0,0,0,0,0,0,0,0,0,0
SES_03605,STU_9459,3600,1,0,0,239,255,94297,5.25,2,0,0,0,7,0,0,0,1,0,0,1
SES_03606,STU_1806,3600,0,1,0,500,500,101015,14.43,1,0,0,0,0,0,0,1,0,0,0,1
SES_03607,STU_7047,3600,0,0,0,0,0,1430,3.44,1,0,0,0,0,0,0,1,0,0,0,0
SES_03608,STU_4496,3600,0,3,1,17251,25008,102293,10.26,1,0,0,0,0,0,0,0,0,0,0,1
SES_03609,STU_2376,3600,1,3,1,1884,2781,7605,1.16,0,0,0,0,0,0,0,0,0,0,0,0
SES_03610,STU_4083,3600,1,4,2,8787,13541,100686,22.31,4,1,1,0,0,0,0,0,0,0,0,1
SES_03611,STU_7340,3600,1,1,0,448,1197,35524,13.96,2,0,0,0,5,0,0,0,1,0,0,1
SES_03612,STU_2255,3600,0,0,0,0,0,6722,1.2,1,0,0,0,0,0,0,0,1,0,0,0
SES_03613,STU_8518,3600,0,1,0,162,266,1377,1.91,0,0,0,0,0,0,0,0,1,0,0,0
SES_03614,STU_7579,3600,2,4,2,22898,35004,20831,23.09,3,0,0,0,0,0,0,0,0,0,0,1
SES_03615,STU_8563,3600,0,0,0,0,0,1827,0.98,0,0,0,0,0,0,0,0,0,0,0,0
SES_03616,STU_2177,3600,0,1,0,31,353,6720,1.23,1,0,0,0,0,0,0,0,0,0,0,0
SES_03617,STU_5950,3600,0,0,0,0,0,2200,1.47,1,0,0,0,0,0,0,0,0,0,0,0
SES_03618,STU_1117,3600,0,0,0,801,1702,110796,15.07,0,0,0,0,12,0,0,0,1,0,0,1
SES_03619,STU_7282,3600,0,0,0,0,0,13191,1.05,0,0,0,0,0,0,0,0,1,0,0,0
SES_03620,STU_1963,3600,0,0,0,0,0,9182,0.9,0,0,0,0,0,0,0,0,1,0,0,0
SES_03621,STU_4560,3600,1,3,1,902,1229,10607,1.78,0,0,0,0,0,0,0,0,1,0,0,0
SES_03622,STU_6429,3600,0,0,0,0,0,3048,2.36,1,0,0,0,0,0,0,0,1,0,0,0
SES_03623,STU_5532,3600,0,1,0,355,1341,3087,2.45,0,0,0,0,0,0,0,0,1,0,0,0
SES_03624,STU_3520,3600,0,1,0,377,1196,2291,0.56,0,0,0,0,0,0,0,0,1,0,0,0
SES_03625,STU_5077,3600,0,1,0,14,303,5068,3.11,1,0,0,0,0,0,0,0,1,0,0,0
SES_03626,STU_4663,3600,0,0,1,0,0,91627,8.18,0,0,0,0,0,0,0,0,0,0,1,1
SES_03627,STU_6437,3600,0,0,0,0,0,141004,7.78,0,0,0,0,0,0,0,0,0,1,0,1
SES_03628,STU_3270,3600,0,0,0,0,0,4743,3.35,0,0,0,0,0,0,0,0,0,1,0,0
SES_03629,STU_1992,3600,0,1,0,482,1151,2933,2.88,1,0,0,0,0,0,0,0,0,1,0,0
SES_03630,STU_4074,3600,0,0,0,0,0,13501,1.65,1,0,0,0,0,0,0,0,0,1,0,0
SES_03631,STU_6572,3600,0,1,0,311,1112,6461,3.35,0,0,0,0,0,0,0,0,0,1,0,0
SES_03632,STU_9151,3600,0,0,0,0,0,14046,3.14,1,0,0,0,0,0,0,0,0,1,0,0
SES_03633,STU_1861,3600,0,0,0,0,0,22836,8.31,1,0,0,0,0,1,0,0,0,0,0,1
SES_03634,STU_3016,3600,2,3,1,903,1410,6036,2.46,0,0,0,0,0,1,0,0,0,0,0,0
SES_03635,STU_2349,3600,2,3,1,607,1187,7516,0.98,1,0,0,0,0,1,0,0,0,0,0,0
SES_03636,STU_4546,3600,0,1,0,425,1335,13425,1.96,0,0,0,0,0,1,0,0,0,0,0,0
SES_03637,STU_2209,3600,0,1,0,285,827,1396,0.93,1,0,0,0,0,1,0,0,0,0,0,0
SES_03638,STU_1367,3600,0,1,0,850,2699,105646,23.58,1,3,6,0,0,0,0,0,0,0,0,1
SES_03639,STU_4588,3600,1,1,0,1000,1000,100436,10.54,1,0,0,0,2,0,1,0,0,0,0,1
SES_03640,STU_7556,3600,1,3,1,8597,11508,41170,15.23,3,4,3,0,2,0,0,0,0,0,0,1
SES_03641,STU_2459,3600,2,2,1,1328,1532,3662,2.89,1,0,0,0,0,0,0,0,0,0,0,0
SES_03642,STU_3368,3600,0,1,0,6,385,6149,0.44,1,0,0,0,0,0,0,0,0,0,0,0
SES_03643,STU_9494,3600,0,2,1,29810,39113,128310,12.16,2,0,0,1,1,0,0,0,0,0,0,1
SES_03644,STU_5414,3600,0,1,0,451,1007,7148,1.75,0,0,0,0,0,0,0,0,0,0,0,0
SES_03645,STU_8147,3600,0,0,0,0,0,9760,1.82,0,0,0,0,0,0,0,0,0,0,0,0
SES_03646,STU_6597,3600,0,1,0,62,140,8891,3.39,1,0,0,0,0,0,0,0,0,0,0,0
SES_03647,STU_9495,3600,0,0,0,0,0,1202,0.52,1,0,0,0,0,0,0,0,0,0,0,0
SES_03648,STU_2068,3600,0,0,0,0,0,2861,2.56,1,0,0,0,0,0,0,0,0,0,0,0
SES_03649,STU_1496,3600,0,0,1,0,0,28330,22.06,0,0,0,0,0,0,0,0,0,0,1,1
SES_03650,STU_6814,3600,0,1,0,469,709,1215,2.2,0,0,0,0,0,0,0,0,0,0,1,0
SES_03651,STU_4373,3600,0,1,0,364,470,4121,0.93,1,0,0,0,0,0,0,0,0,0,1,0
SES_03652,STU_4267,3600,0,0,0,0,0,7034,1.45,0,0,0,0,0,0,0,0,0,0,1,0
SES_03653,STU_9889,3600,0,0,0,0,0,9526,2.85,0,0,0,0,0,0,0,0,0,0,1,0
SES_03654,STU_4795,3600,0,1,0,212,468,4735,1.44,1,0,0,0,0,0,0,0,0,0,1,0
SES_03655,STU_5549,3600,0,0,0,0,0,8621,0.51,1,0,0,0,0,0,0,0,0,0,1,0
SES_03656,STU_4746,3600,0,1,0,369,578,13049,2.98,0,0,0,0,0,0,0,0,0,0,1,0
SES_03657,STU_2408,3600,0,1,0,427,1120,4470,1.65,1,0,0,0,0,0,0,0,0,0,1,0
SES_03658,STU_6851,3600,0,0,0,0,0,6674,2.08,0,0,0,0,0,0,0,0,0,0,1,0
SES_03659,STU_8932,3600,13,19,2,10041,23102,40836,10.4,16,4,5,0,0,0,0,0,0,0,0,1
SES_03660,STU_9242,3600,0,0,0,0,0,1439,2.09,0,0,0,0,0,0,0,0,0,0,0,0
SES_03661,STU_9117,3600,0,1,0,500,500,50333,18.0,1,0,0,0,1,0,0,1,0,0,0,1
SES_03662,STU_1487,3600,0,1,0,12,923,6124,0.62,1,0,0,0,0,0,0,1,0,0,0,0
SES_03663,STU_6870,3600,0,1,0,217,521,11925,2.25,1,0,0,0,0,0,0,1,0,0,0,0
SES_03664,STU_6571,3600,0,1,0,500,500,35217,24.26,1,0,0,0,0,0,0,1,0,0,0,1
SES_03665,STU_5786,3600,1,2,1,1220,1424,9919,1.07,0,0,0,0,0,0,0,1,0,0,0,0
SES_03666,STU_9444,3600,0,1,0,55,155,3380,1.38,1,0,0,0,0,0,0,1,0,0,0,0
SES_03667,STU_5025,3600,0,0,0,0,0,10314,2.97,0,0,0,0,0,0,0,1,0,0,0,0
SES_03668,STU_1553,3600,0,1,0,249,697,8849,1.69,1,0,0,0,0,0,0,1,0,0,0,0
SES_03669,STU_9027,3600,0,0,0,0,0,9534,2.13,0,0,0,0,0,0,0,1,0,0,0,0
SES_03670,STU_2176,3600,6,11,1,2205,4672,34393,11.13,13,1,1,0,0,0,0,0,0,0,0,1
SES_03671,STU_3169,3600,0,1,0,423,1313,7254,3.34,1,0,0,0,0,0,0,0,0,0,0,0
SES_03672,STU_6563,3600,0,1,0,500,500,100362,17.85,1,0,0,0,0,0,0,1,0,0,0,1
SES_03673,STU_2968,3600,0,1,0,446,561,1452,2.73,1,0,0,0,0,0,0,1,0,0,0,0
SES_03674,STU_9427,3600,0,0,0,0,0,13389,2.69,1,0,0,0,0,0,0,1,0,0,0,0
SES_03675,STU_4333,3600,0,1,0,34,1404,57398,6.41,2,3,9,0,0,0,0,0,0,0,0,1
SES_03676,STU_4591,3600,0,0,0,0,0,11386,2.33,1,0,0,0,0,0,0,0,0,0,0,0
SES_03677,STU_5408,3600,1,1,1,1600,2343,14864,1.21,0,0,0,0,0,0,0,0,0,0,0,0
SES_03678,STU_8428,3600,0,1,0,380,1226,100028,9.0,20,0,0,1,1,0,0,0,0,0,0,1
SES_03679,STU_9426,3600,0,1,0,135,894,1503,3.33,1,0,0,0,0,0,0,0,0,0,0,0
SES_03680,STU_4477,3600,0,0,0,0,0,6170,3.33,0,0,0,0,0,0,0,0,0,0,0,0
SES_03681,STU_6044,3600,0,0,0,0,0,94568,7.93,1,0,0,0,0,1,0,0,0,0,0,1
SES_03682,STU_7749,3600,1,3,1,500,1172,7345,3.41,1,0,0,0,0,1,0,0,0,0,0,0
SES_03683,STU_1104,3600,0,0,0,0,0,20256,11.56,1,0,0,1,2,1,0,0,0,0,0,1
SES_03684,STU_6301,3600,1,0,0,468,604,57707,13.55,0,0,0,0,6,0,0,0,1,0,0,1
SES_03685,STU_6426,3600,0,1,0,537,1715,146508,12.48,0,7,6,0,0,0,0,0,0,0,0,1
SES_03686,STU_5711,3600,0,0,0,0,0,6398,1.68,1,0,0,0,0,0,0,0,0,0,0,0
SES_03687,STU_8120,3600,0,1,0,423,830,3835,1.24,1,0,0,0,0,0,0,0,0,0,0,0
SES_03688,STU_7861,3600,0,0,0,0,0,109885,19.81,0,0,0,0,0,0,0,0,0,1,0,1
SES_03689,STU_3276,3600,2,1,1,1786,2716,14262,3.26,0,0,0,0,0,0,0,0,0,1,0,0
SES_03690,STU_9888,3600,0,1,0,334,1023,11943,2.42,1,0,0,0,0,0,0,0,0,1,0,0
SES_03691,STU_8927,3600,0,1,0,418,551,4628,0.3,1,0,0,0,0,0,0,0,0,1,0,0
SES_03692,STU_5781,3600,13,14,0,1933,2863,51688,14.18,2,0,0,0,0,0,0,0,0,0,0,1
SES_03693,STU_8921,3600,3,3,1,7788,10898,102476,7.27,3,10,3,0,0,0,0,0,0,0,0,1
SES_03694,STU_8864,3600,0,0,0,0,0,13659,2.4,0,0,0,0,0,0,0,0,0,0,0,0
SES_03695,STU_1281,3600,0,0,0,0,0,2465,2.12,0,0,0,0,0,0,0,0,0,0,0,0
SES_03696,STU_4431,3600,0,0,0,0,0,2680,1.64,0,0,0,0,0,0,0,0,0,0,0,0
SES_03697,STU_8905,3600,0,0,0,0,0,10380,1.31,0,0,0,0,0,0,0,0,0,0,0,0
SES_03698,STU_1079,3600,0,1,0,28,54,8399,1.2,1,0,0,0,0,0,0,0,0,0,0,0
SES_03699,STU_6312,3600,0,0,1,0,0,40711,22.33,0,0,0,0,0,0,0,0,0,0,1,1
SES_03700,STU_4734,3600,0,1,0,312,1042,12085,2.37,1,0,0,0,0,0,0,0,0,0,1,0
SES_03701,STU_3289,3600,0,0,0,0,0,13935,0.38,1,0,0,0,0,0,0,0,0,0,1,0
SES_03702,STU_3928,3600,0,0,0,0,0,1789,1.33,1,0,0,0,0,0,0,0,0,0,1,0
SES_03703,STU_5211,3600,0,0,0,0,0,1316,1.66,1,0,0,0,0,0,0,0,0,0,1,0
SES_03704,STU_3640,3600,0,1,0,70,864,10090,1.7,0,0,0,0,0,0,0,0,0,0,1,0
SES_03705,STU_8216,3600,6,6,0,1811,3357,136385,17.09,3,0,0,0,0,0,0,0,0,0,0,1
SES_03706,STU_5421,3600,0,1,0,119,534,14335,2.98,1,0,0,0,0,0,0,0,0,0,0,0
SES_03707,STU_5226,3600,0,1,0,159,759,12787,2.55,1,0,0,0,0,0,0,0,0,0,0,0
SES_03708,STU_7488,3600,14,16,2,3410,5143,90296,5.65,13,1,1,0,0,0,0,0,0,0,0,1
SES_03709,STU_4900,3600,14,15,0,2753,3993,31122,15.79,1,1,0,0,0,0,0,0,0,0,0,1
SES_03710,STU_6742,3600,0,1,0,141,684,14871,3.02,1,0,0,0,0,0,0,0,0,0,0,0
SES_03711,STU_9390,3600,3,1,1,8376,13961,99870,12.4,2,6,5,0,7,0,0,0,0,0,0,1
SES_03712,STU_9528,3600,2,1,1,1168,2110,5565,3.44,1,0,0,0,0,0,0,0,0,0,0,0
SES_03713,STU_6249,3600,0,1,0,189,833,11593,3.3,0,0,0,0,0,0,0,0,0,0,0,0
SES_03714,STU_8729,3600,0,1,0,177,556,13933,3.4,0,0,0,0,0,0,0,0,0,0,0,0
SES_03715,STU_4502,3600,0,1,0,444,1506,123427,16.47,0,3,5,0,0,0,0,0,0,0,0,1
SES_03716,STU_6529,3600,1,3,0,26861,34713,12452,8.6,2,0,0,0,0,0,0,0,0,0,0,1
SES_03717,STU_3463,3600,0,0,0,0,0,13248,3.27,1,0,0,0,0,0,0,0,0,0,0,0
SES_03718,STU_2186,3600,0,0,0,0,0,14963,1.11,1,0,0,0,0,0,0,0,0,0,0,0
SES_03719,STU_3090,3600,15,16,0,2133,3738,143321,15.57,5,1,1,0,0,0,0,0,0,0,0,1
SES_03720,STU_9274,3600,0,1,0,476,658,13391,3.44,0,0,0,0,0,0,0,0,0,0,0,0
SES_03721,STU_2201,3600,6,7,1,3984,8359,43168,10.75,7,1,1,0,13,0,0,0,1,0,0,1
SES_03722,STU_7882,3600,2,4,2,11895,18275,129906,18.2,6,1,2,0,0,0,0,0,0,0,0,1
SES_03723,STU_9638,3600,0,1,0,496,1187,10228,1.29,0,0,0,0,0,0,0,0,0,0,0,0
SES_03724,STU_8090,3600,4,4,1,4595,7885,52071,8.51,6,7,9,0,0,0,0,0,0,0,0,1
SES_03725,STU_5218,3600,0,0,0,0,0,1118,1.74,1,0,0,0,0,0,0,0,0,0,0,0
SES_03726,STU_1192,3600,21,26,3,1611,3063,118576,17.71,15,0,2,0,2,0,0,0,0,0,0,1
SES_03727,STU_2946,3600,0,0,1,0,0,74531,8.49,0,0,0,0,0,0,0,0,0,0,1,1
SES_03728,STU_7526,3600,0,0,0,680,2022,49227,9.46,2,4,10,0,0,0,0,0,0,0,0,1
SES_03729,STU_1854,3600,0,0,0,0,0,9009,1.33,0,0,0,0,0,0,0,0,0,0,0,0
SES_03730,STU_2179,3600,0,1,0,481,1009,6934,0.7,1,0,0,0,0,0,0,0,0,0,0,0
SES_03731,STU_2228,3600,0,1,0,388,1371,14623,1.61,0,0,0,0,0,0,0,0,0,0,0,0
SES_03732,STU_8630,3600,8,12,2,4615,10138,86244,15.88,9,0,0,1,0,0,0,0,0,0,0,1
SES_03733,STU_6079,3600,8,9,0,2781,7368,111535,17.89,6,1,2,1,14,0,0,0,1,0,0,1
SES_03734,STU_6178,3600,0,0,0,0,0,12909,1.15,0,0,0,0,0,0,0,0,1,0,0,0
SES_03735,STU_3733,3600,2,3,1,566,639,10653,3.3,1,0,0,0,0,0,0,0,1,0,0,0
SES_03736,STU_4313,3600,0,1,0,179,800,2618,1.03,0,0,0,0,0,0,0,0,1,0,0,0
SES_03737,STU_2538,3600,0,1,0,271,681,13046,2.31,0,0,0,0,0,0,0,0,1,0,0,0
SES_03738,STU_7995,3600,1,1,1,1979,2225,3780,0.88,1,0,0,0,0,0,0,0,1,0,0,0
SES_03739,STU_8926,3600,0,1,0,459,1221,12517,3.22,0,0,0,0,0,0,0,0,1,0,0,0
SES_03740,STU_5495,3600,0,1,0,370,1368,13946,1.33,0,0,0,0,0,0,0,0,1,0,0,0
SES_03741,STU_5814,3600,0,0,1,0,0,105906,18.44,0,0,0,0,0,0,0,0,0,0,1,1
SES_03742,STU_6308,3600,2,0,0,902,2402,17881,6.05,1,0,0,0,8,0,0,0,1,0,0,1
SES_03743,STU_6335,3600,0,1,0,9,844,5018,2.94,0,0,0,0,0,0,0,0,1,0,0,0
SES_03744,STU_2488,3600,0,4,1,27382,32432,101116,20.47,1,0,0,0,2,0,0,0,0,0,0,1
SES_03745,STU_4999,3600,0,1,0,246,408,12810,0.99,1,0,0,0,0,0,0,0,0,0,0,0
SES_03746,STU_3800,3600,0,0,0,0,0,8243,2.13,1,0,0,0,0,0,0,0,0,0,0,0
SES_03747,STU_3957,3600,0,1,0,500,500,98842,11.52,1,0,0,0,0,0,0,1,0,0,0,1
SES_03748,STU_5730,3600,0,0,0,0,0,8898,1.67,0,0,0,0,0,0,0,1,0,0,0,0
SES_03749,STU_1625,3600,0,1,0,345,645,3205,3.09,1,0,0,0,0,0,0,1,0,0,0,0
SES_03750,STU_8993,3600,0,1,0,500,500,74999,20.33,1,0,0,0,0,0,0,1,0,0,0,1
SES_03751,STU_8894,3600,0,1,0,430,807,13240,2.62,0,0,0,0,0,0,0,1,0,0,0,0
SES_03752,STU_4895,3600,0,0,0,0,0,13715,0.7,0,0,0,0,0,0,0,1,0,0,0,0
SES_03753,STU_5342,3600,5,5,1,3969,6668,29081,16.71,5,8,3,1,0,0,0,0,0,0,0,1
SES_03754,STU_2805,3600,0,0,0,0,0,11920,1.78,1,0,0,0,0,0,0,0,0,0,0,0
SES_03755,STU_7213,3600,1,3,0,3920,6698,66208,24.89,3,4,3,0,2,0,0,0,0,0,0,1
SES_03756,STU_6710,3600,0,0,0,0,0,10953,2.53,1,0,0,0,0,0,0,0,0,0,0,0
SES_03757,STU_1748,3600,0,1,0,66,630,11974,1.85,0,0,0,0,0,0,0,0,0,0,0,0
SES_03758,STU_1525,3600,0,0,1,0,0,87820,7.19,0,0,0,0,0,0,0,0,0,0,1,1
SES_03759,STU_1052,3600,0,0,0,0,0,22164,24.22,1,0,0,0,0,1,0,0,0,0,0,1
SES_03760,STU_7551,3600,0,0,0,0,0,5675,1.98,1,0,0,0,0,1,0,0,0,0,0,0
SES_03761,STU_5596,3600,0,1,0,328,590,1937,0.46,1,0,0,0,0,1,0,0,0,0,0,0
SES_03762,STU_8999,3600,0,0,1,0,0,30686,22.04,0,0,0,0,0,0,0,0,0,0,1,1
SES_03763,STU_8948,3600,0,0,0,0,0,12210,3.17,0,0,0,0,0,0,0,0,0,0,1,0
SES_03764,STU_6195,3600,0,0,0,0,0,10650,2.83,0,0,0,0,0,0,0,0,0,0,1,0
SES_03765,STU_4203,3600,0,1,0,75,1918,18764,20.27,2,0,0,0,11,0,0,0,1,0,0,1
SES_03766,STU_1761,3600,0,1,0,123,733,12359,3.33,1,0,0,0,0,0,0,0,1,0,0,0
SES_03767,STU_2953,3600,0,0,0,0,0,8377,1.79,1,0,0,0,0,0,0,0,1,0,0,0
SES_03768,STU_4800,3600,0,1,0,398,507,12670,3.16,0,0,0,0,0,0,0,0,1,0,0,0
SES_03769,STU_3942,3600,0,1,0,224,325,6966,1.33,0,0,0,0,0,0,0,0,1,0,0,0
SES_03770,STU_7705,3600,0,0,0,0,0,4978,2.42,0,0,0,0,0,0,0,0,1,0,0,0
SES_03771,STU_4628,3600,2,1,0,298,2132,112102,17.44,2,0,0,0,5,0,0,0,1,0,0,1
SES_03772,STU_7792,3600,0,0,0,0,0,5434,0.98,1,0,0,0,0,0,0,0,1,0,0,0
SES_03773,STU_2693,3600,0,1,0,77,299,2819,1.38,1,0,0,0,0,0,0,0,1,0,0,0
SES_03774,STU_4850,3600,0,0,0,0,0,9043,0.45,0,0,0,0,0,0,0,0,1,0,0,0
SES_03775,STU_8188,3600,0,0,1,0,0,106287,13.9,0,0,0,0,2,0,0,0,0,0,1,1
SES_03776,STU_9476,3600,0,1,0,341,624,9097,2.3,0,0,0,0,0,0,0,0,0,0,1,0
SES_03777,STU_4171,3600,5,5,1,25559,34578,101337,12.75,6,0,0,0,0,0,0,0,0,0,0,1
SES_03778,STU_1288,3600,0,1,0,239,1147,10281,1.72,0,0,0,0,0,0,0,0,0,0,0,0
SES_03779,STU_8225,3600,0,5,1,30296,44998,97490,15.76,0,0,0,0,0,0,0,0,0,0,0,1
SES_03780,STU_4803,3600,0,1,0,370,876,9196,2.11,1,0,0,0,0,0,0,0,0,0,0,0
SES_03781,STU_4232,3600,0,0,0,0,0,11104,0.36,1,0,0,0,0,0,0,0,0,0,0,0
SES_03782,STU_9065,3600,0,0,0,0,0,35978,17.72,0,0,0,1,0,0,0,0,0,1,0,1
